title,tags,cluster
Blade Runner,"['In', 'smog-choked', 'dystopian', 'Los', 'Angeles', '2019,', 'blade', 'runner', 'Rick', 'Deckard', 'called', 'retirement', 'terminate', 'quartet', 'replicants', 'escaped', 'Earth', 'seeking', 'creator', 'way', 'extend', 'short', 'life', 'spans.', 'ScienceFiction', 'Drama', 'Thriller', 'artificialintelligence', 'manvsmachine', 'cyborg', 'bountyhunter', 'android', 'dystopia', 'genetics', 'fugitive', 'cyberpunk', 'losangeles', 'technoir', 'neo-noir', 'RidleyScott', 'MichaelDeeley', 'HarrisonFord', 'RutgerHauer', 'SeanYoung']",0
Rob Roy,"['In', 'highlands', 'Scotland', '1700s,', 'Rob', 'Roy', 'tries', 'lead', 'small', 'town', 'better', 'future,', 'borrowing', 'money', 'local', 'nobility', 'buy', 'cattle', 'herd', 'market.', 'When', 'money', 'stolen,', 'Rob', 'forced', 'Robin', 'Hood', 'lifestyle', 'defend', 'family', 'honour.', 'Adventure', 'scotland', 'biography', '18thcentury', 'highlands', 'violentman', 'MichaelCaton-Jones', 'RichardJackson', 'PeterBroughan', 'LiamNeeson', 'JessicaLange', 'JohnHurt']",0
3 Days to Kill,"['A', 'dangerous', 'international', 'spy', 'determined', 'give', 'high', 'stakes', 'life', 'finally', 'build', 'closer', 'relationship', 'estranged', 'wife', 'daughter.', 'But', 'first,', 'must', 'complete', 'one', 'last', 'mission', '-', 'even', 'means', 'juggling', 'two', 'toughest', 'assignments', 'yet:', 'hunting', ""world's"", 'ruthless', 'terrorist', 'looking', 'teenage', 'daughter', 'first', 'time', 'ten', 'years,', 'wife', 'town.', 'Action', 'Drama', 'Thriller', 'Crime', 'retirement', 'secretservice', 'illegaldrugs', 'LucBesson', 'McG', 'VirginieBesson-Silla', 'RyanKavanaugh', 'MarcLibert', 'AdiHasak', 'KevinCostner', 'AmberHeard', 'HaileeSteinfeld']",0
We Own the Night,"['A', 'New', 'York', 'nightclub', 'manager', 'tries', 'save', 'brother', 'father', 'Russian', 'mafia', 'hitmen.', 'Drama', 'Crime', 'Thriller', 'newyork', 'fathersonrelationship', 'nightclub', 'gangster', 'JoaquinPhoenix', 'NickWechsler', 'MarkWahlberg', 'JamesGray', 'MarcButan', 'JoaquinPhoenix', 'EvaMendes', 'AlexVeadov']",0
Lost Souls,"['A', 'small', 'group', 'Catholics', 'led', 'ailing', 'priest', 'believe', 'Satan', 'intends', 'become', 'man,', 'God', 'person', 'Jesus.', 'The', 'writings', 'possessed', 'mental', 'patient', 'lead', 'Peter', 'Kelson,', 'writer', 'studies', 'serial', 'killers.', 'They', 'think', 'body', 'Satan', 'occupy.', 'The', 'youngest', 'group,', 'teacher', 'named', 'Maya', 'Larkin,', 'goes', 'Peter', 'investigate', 'convince', 'believe', 'possibility', 'Evil', 'incarnate.', 'Other', 'signs', 'come', 'Maya', 'take', 'journey', 'full', 'strange', 'occurrences,', 'self-discovery,', 'ultimate', 'showdown', 'Horror', 'Thriller', 'pedophilia', 'daughter', 'anti-christ', 'incest', 'JanuszKamiński', 'MegRyan', 'WinonaRyder', 'BenChaplin', 'SarahWynter']",0
Winged Migration,"['The', 'cameras', 'Jacques', 'Perrin', 'fly', 'migratory', 'birds:', 'geese,', 'storks,', 'cranes.', 'The', 'film', 'begins', 'spring', 'North', 'America', 'migration', 'Arctic;', 'flight', 'community', 'event', 'species.', 'Once', 'Arctic,', 'family', 'time:', 'courtship,', 'nests,', 'eggs,', 'fledglings,', 'first', 'flight.', 'Chicks', 'must', 'soon', 'fly', 'south.', 'Bad', 'weather,', 'hunters,', 'pollution', 'take', 'toll.', 'Then,', 'cameras', 'go', 'Documentary', 'ocean', 'lake', 'bird', 'horse', 'parrot', 'owl', 'ornithology', 'egg', 'flight', 'arctic', 'crab', 'stork', 'pelican', 'JacquesPerrin', 'ChristopheBarratier', 'PhilippeLabro', 'JacquesPerrin']",0
Just My Luck,"['Manhattanite', 'Ashley', 'known', 'many', 'luckiest', 'woman', 'around.', 'After', 'chance', 'encounter', 'down-and-out', 'young', 'man,', 'however,', 'realizes', 'swapped', 'fortune', 'his.', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Romance', 'jinx', 'badluck', 'kiss', 'romanticcomedy', 'alcoholabuse', 'celebration', 'envy', 'luck', 'mysteriousstranger', 'masquerade', 'ArnonMilchan', 'DonaldPetrie', 'DonaldPetrie', 'ArnoldRifkin', 'EllenH.Schwartz', 'MarjorieShik', 'LindsayLohan', 'SamaireArmstrong', 'ChrisPine']",0
"Mystery, Alaska","['In', 'Mystery,', 'Alaska,', 'life', 'revolves', 'around', 'legendary', 'Saturday', 'hockey', 'game', 'local', 'pond.', 'But', 'everything', 'changes', 'hometown', 'team', 'unexpectedly', 'gets', 'booked', 'exhibition', 'match', 'New', 'York', 'Rangers.', 'When', 'quirky', 'small-towners,', 'slick', 'promoters', 'millionaire', 'athletes', 'come', 'together.', 'Drama', 'Comedy', 'sport', 'icehockey', 'JayRoach', 'RussellCrowe', 'HankAzaria', 'MaryMcCormack']",0
The Spy Next Door,"['Former', 'CIA', 'spy', 'Bob', 'Ho', 'takes', 'toughest', 'assignment', 'date:', 'looking', ""girlfriend's"", 'three', 'kids,', 'exactly', 'warmed', ""mom's"", 'beau.', 'And', 'one', 'youngsters', 'accidentally', 'downloads', 'top-secret', 'formula,', ""Bob's"", 'longtime', 'nemesis,', 'Russian', 'terrorist,', 'pays', 'visit', 'family.', 'Action', 'Comedy', 'Family', 'duringcreditsstinger', 'BrianLevant', 'AmberValletta', 'LucasTill', 'JackieChan']",0
A Simple Wish,"['Murray', 'male', 'fairy', 'godmother,', 'trying', 'help', '8-year-old', 'Anabel', 'fulfil', '""simple', 'wish""', '-', 'father', 'Oliver,', 'cab', 'driver,', 'would', 'win', 'leading', 'role', 'Broadway', 'musical.', 'Unfortunately,', ""Murray's"", 'magic', 'wand', 'broken', 'fairies', 'convention', 'threatened', 'evil', 'witches', 'Claudia', 'Boots.', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'magic', 'wish', 'kids', 'fairygodmother', 'MichaelRitchie', 'MartinShort', 'KathleenTurner', 'MaraWilson']",0
Ghosts of Mars,"['Melanie', 'Ballard', '(Natasha', 'Henstridge)', 'hard', 'nosed', 'police', 'chief', 'year', '2025.', 'She', 'police', 'snatch', 'squad', 'sent', 'Mars', 'apprehend', 'dangerous', 'criminal', 'James', 'Williams', '(Ice', 'Cube).', 'Mars', 'occupied', 'humans', 'time', 'set', 'mining', 'facilities.', 'The', 'mining', 'activities', 'Mars', 'unleashed', 'spirits', 'alien', 'beings', 'gradually', 'possess', 'bodies', 'workers.', 'It', 'soon', 'turns', 'catching', 'dangerous', 'fugitive', 'takes', 'back', 'seat', 'alien', 'spirits', 'begin', 'rid', 'planet', ""'invaders'."", 'Action', 'Horror', 'ScienceFiction', 'climbingupawall', 'hungupsidedown', 'flashbackwithinaflashback', 'cavern', 'battering', 'ram', 'ghosttown', 'JohnCarpenter', 'SandyKing', 'NatashaHenstridge', 'IceCube', 'JasonStatham']",0
Our Brand Is Crisis,"['A', 'feature', 'film', 'based', 'documentary', '""Our', 'Brand', 'Is', 'Crisis"",', 'focuses', 'use', 'American', 'political', 'campaign', 'strategies', 'South', 'America.', 'Comedy', 'Drama', 'bolivia', 'woman', 'politicalcampaign', 'southamerica', 'year2002', 'GeorgeClooney', 'GrantHeslov', 'DavidGordonGreen', 'SandraBullock', 'AnthonyMackie', 'BillyBobThornton']",0
Pride and Prejudice and Zombies,"['A', 'zombie', 'outbreak', 'fallen', 'upon', 'land', 'reimagining', 'Jane', 'Austen’s', 'classic', 'tale', 'tangled', 'relationships', 'lovers', 'different', 'social', 'classes', '19th', 'century', 'England.', 'Feisty', 'heroine', 'Elizabeth', 'Bennet', '(Lily', 'James)', 'master', 'martial', 'arts', 'weaponry', 'handsome', 'Mr.', 'Darcy', '(Sam', 'Riley)', 'fierce', 'zombie', 'killer,', 'yet', 'epitome', 'upper', 'class', 'prejudice.', 'As', 'zombie', 'outbreak', 'intensifies,', 'must', 'swallow', 'pride', 'join', 'forces', 'blood-soaked', 'battlefield', 'order', 'conquer', 'undead', 'all.', 'Romance', 'Horror', 'Comedy', 'Thriller', 'basedonnovel', 'dystopia', 'shaolin', 'prejudice', 'zombie', 'pride', 'golddigger', 'regencyperiod', 'parson', 'mashup', 'NataliePortman', 'SeanMcKittrick', 'BurrSteers', 'AnnetteSavitch', 'AllisonShearmur', 'LilyJames', 'SamRiley', 'JackHuston']",0
Kundun,"['The', 'Tibetans', 'refer', 'Dalai', 'Lama', ""'Kundun',"", 'means', ""'The"", ""Presence'."", 'He', 'forced', 'escape', 'native', 'home,', 'Tibet,', 'communist', 'China', 'invaded', 'enforced', 'oppressive', 'regime', 'upon', 'peaceful', 'nation.', 'The', 'Dalai', 'Lama', 'escaped', 'India', '1959', 'living', 'exile', 'Dharamsala', 'ever', 'since.', 'Drama', 'buddhism', 'china', 'mountains', 'buddhistmonk', 'tibet', 'dalailama', 'lhasa', 'buddha', 'MartinScorsese', 'BarbaraDeFina', 'TenzinThuthobTsarong', 'TenchoGyalpo', 'TsewangMigyurKhangsar']",0
How to Lose Friends & Alienate People,"['A', 'British', 'writer', 'struggles', 'fit', 'high-profile', 'magazine', 'New', 'York.', 'Based', 'Toby', ""Young's"", 'memoir', '""How', 'Lose', 'Friends', '&amp;', 'Alienate', 'People"".', 'Comedy', 'Romance', 'Drama', 'failure', 'starlet', ""RobinO'Hara"", 'StephenWoolley', 'RobertB.Weide', 'TobyYoung', 'ElizabethKarlsen', 'KelanPannell', 'JanetteScott', 'SimonPegg']",0
Kick-Ass 2,"['After', 'Kick-Ass’', 'insane', 'bravery', 'inspires', 'new', 'wave', 'self-made', 'masked', 'crusaders,', 'joins', 'patrol', 'led', 'Colonel', 'Stars', 'Stripes.', 'When', 'amateur', 'superheroes', 'hunted', 'Red', 'Mist', '—', 'reborn', 'The', 'Mother', 'Fucker', '—', 'blade-wielding', 'Hit-Girl', 'prevent', 'annihilation.', 'Action', 'Adventure', 'Crime', 'crimefighter', 'secretidentity', 'marvelcomic', 'superhero', 'aftercreditsstinger', 'teensuperheroes', 'BradPitt', 'MatthewVaughn', 'JeffWadlow', 'AdamBohling', 'DavidReid', 'TarquinPack', 'LeonieMansfield', 'AaronTaylor-Johnson', 'ChloëGraceMoretz', 'ChristopherMintz-Plasse']",0
Alatriste,"['In', '17th', 'century', 'Spain', 'Diego', 'Alatriste,', 'brave', 'heroic', 'soldier,', 'fighting', ""King's"", 'army', 'Flandes', 'region.', 'His', 'best', 'mate,', 'Balboa,', 'falls', 'trap', 'and,', 'near', 'death,', 'asks', 'Diego', 'look', 'son', 'teach', 'soldier.', 'Action', 'AntonioCardenal', 'ÁlvaroAugustín', 'AgustínDíazYanes', 'ViggoMortensen', 'ElenaAnaya', 'UnaxUgalde']",0
Brick Mansions,"['In', 'dystopian', 'Detroit,', 'grand', 'houses', 'housed', 'wealthy', 'homes', ""city's"", 'most-dangerous', 'criminals.', 'Surrounding', 'area', 'giant', 'wall', 'keep', 'rest', 'Detroit', 'safe.', 'For', 'undercover', 'cop', 'Damien', 'Collier,', 'every', 'day', 'battle', 'corruption', 'struggles', 'bring', ""father's"", 'killer,', 'Tremaine,', 'justice.', 'Meanwhile,', 'Damien', 'ex-con', 'named', 'Lino', 'work', 'together', 'save', 'city', 'plot', 'destroy', 'it.', 'Action', 'Crime', 'Drama', 'martialarts', 'atomicbomb', 'ghetto', 'parkour', 'cops', 'remake', 'undercovercop', 'gangster', 'remakeoffrenchfilm', 'LucBesson', 'JonathanVanger', 'CamilleDelamarre', 'ClaudeLéger', 'PaulWalker', 'DavidBelle', 'RZA']",0
Octopussy,"['James', 'Bond', 'sent', 'investigate', 'fellow', '“00”', 'agent', 'found', 'dead', 'priceless', 'Farberge', 'egg.', 'James', 'bond', 'follows', 'mystery', 'uncovers', 'smuggling', 'scandal', 'Russian', 'General', 'wants', 'provoke', 'new', 'World', 'War.', 'Adventure', 'Action', 'Thriller', 'atomicbomb', 'easternblock', 'crocodile', 'secretintelligenceservice', 'kgb', 'snakecharmer', 'hotairballoon', 'eastberlin', 'britishsecretservice', 'AlbertR.Broccoli', 'JohnGlen', 'TomPevsner', 'RogerMoore', 'MaudAdams', 'LouisJourdan']",0
Knocked Up,"['For', 'fun', 'loving', 'party', 'animal', 'Ben', 'Stone,', 'last', 'thing', 'ever', 'expected', 'one', 'night', 'stand', 'show', 'doorstep', 'eight', 'weeks', 'later', 'tell', 'pregnant.', 'Comedy', 'Romance', 'Drama', 'alcohol', 'one-nightstand', 'bed', 'pregnancyandbirth', 'condom', 'paternity', 'druguse', 'beard', 'unprotectedsex', 'duringcreditsstinger', 'ClaytonTownsend', 'JuddApatow', 'JuddApatow', 'ShaunaRobertson', 'SethRogen', 'KatherineHeigl', 'LeslieMann']",0
My Sister's Keeper,"['Sara', 'Brian', 'live', 'idyllic', 'life', 'young', 'son', 'daughter.', 'But', 'family', 'rocked', 'sudden,', 'heartbreaking', 'news', 'forces', 'make', 'difficult', 'unorthodox', 'choice', 'order', 'save', 'baby', ""girl's"", 'life.', 'The', ""parents'"", 'desperate', 'decision', 'raises', 'ethical', 'moral', 'questions', 'rips', 'away', 'foundation', 'relationship.', 'Their', 'actions', 'ultimately', 'set', 'court', 'case', 'threatens', 'tear', 'family', 'apart,', 'revealing', 'surprising', 'truths', 'challenge', ""everyone's"", 'perceptions', 'love', 'loyalty', 'give', 'new', 'meaning', 'definition', 'healing.', 'Drama', 'parentskidsrelationship', 'sistersisterrelationship', 'courtcase', 'invitrofertilisation', 'medicalexaminer', 'kidneytransplant', 'MarkJohnson', 'NickCassavetes', 'HillarySherman', 'ChuckPacheco', 'ScottGoldman', 'StevenPosen', 'CameronDiaz', 'AlecBaldwin', 'AbigailBreslin']",0
Welcome Home Roscoe Jenkins,"['Martin', 'Lawrence', 'leads', 'all-star', 'cast,', 'including', 'Cedric', 'Entertainer,', ""Mo'Nique,"", 'Mike', 'Epps,', 'hit', 'comedy', '""Welcome', 'Home', 'Roscoe', 'Jenkins.""', 'When', 'celebrated', 'TV', 'show', 'host', '(Lawrence)', 'returns', 'hometown', 'South,', 'family', 'remind', 'going', 'home', 'vacation!', ""It's"", 'one', 'outrageous', 'predicament', 'another', 'big-city', 'attitude', 'small-town', 'values', 'collide', 'hysterical', 'comedy', 'critics', 'praising', '""over-the-top', 'hilarity!""', '(Roger', 'Moore,', 'Orlando', 'Sentinel).', 'Comedy', 'Drama', 'talkshow', 'MalcolmD.Lee', 'MartinLawrence', 'JamesEarlJones', 'MargaretAvery']",0
A Passage to India,"['The', 'film', 'set', 'period', 'growing', 'influence', 'Indian', 'independence', 'movement', 'British', 'Raj.', 'It', 'begins', 'arrival', 'India', 'British', 'woman,', 'Miss', 'Adela', 'Quested', '(Judy', 'Davis),', 'joining', 'fiancé,', 'city', 'magistrate', 'named', 'Ronny', 'Heaslop', '(Nigel', 'Havers).', 'She', ""Ronny's"", 'mother,', 'Mrs.', 'Moore', '(Peggy', 'Ashcroft),', 'befriend', 'Indian', 'doctor,', 'Aziz', 'H.', 'Ahmed', '(Victor', 'Banerjee).', 'Drama', 'Adventure', 'History', 'doctor', 'india', 'english', 'magistrate', '1920s', 'mosque', 'DavidLean', 'JudyDavis', 'AlecGuinness', 'PeggyAshcroft']",0
Notes on a Scandal,"['A', 'veteran', 'high', 'school', 'teacher', 'befriends', 'younger', 'art', 'teacher,', 'affair', 'one', '15-year-old', 'students.', 'However,', 'intentions', 'new', '""friend""', 'also', 'go', 'well', 'beyond', 'platonic', 'friendship.', 'Drama', 'Romance', 'sex', 'adultery', 'basedonnovel', 'cat', 'infidelity', 'secret', 'obsession', 'blackmail', 'nudity', 'seduction', 'studio', 'friendship', 'stalker', 'love', 'loneliness', 'teacher', 'conservative', 'student', 'teenager', 'relationship', 'art', 'femalestalker', 'extramaritalaffair', 'journal', 'sittingonatoilet', 'ScottRudin', 'RobertFox', 'RichardEyre', 'JudiDench', 'CateBlanchett', 'BillNighy']",0
Rendition,"['When', 'Egyptian', 'terrorism', 'suspect', '""disappears""', 'flight', 'Africa', 'Washington', 'DC,', 'American', 'wife', 'CIA', 'analyst', 'find', 'caught', 'struggle', 'secure', 'release', 'secret', 'detention', 'facility', 'somewhere', 'outside', 'US.', 'Drama', 'Thriller', 'antiterror', 'terror', 'cia', 'lossofson', 'policebrutality', 'terrorist', 'lossofbrother', 'waragainstterror', 'kidnapping', 'intelligence', 'despair', 'inhumanity', 'senator', 'plo', 'civilrightsactivist', 'hijacking', 'terrorcell', 'lossofhusband', 'politics', 'politician', 'government', 'lossofdaughter', 'torturebythepolice', 'torture', 'cruelty', 'american', 'surveillance', 'SteveGolin', 'GavinHood', 'DavidKanter', 'MarkMartin', 'KeithRedmon', 'MichaelSugar', 'MarcusViscidi', 'OmarMetwally', 'ReeseWitherspoon', 'JakeGyllenhaal']",0
Star Trek VI: The Undiscovered Country,"['On', 'eve', 'retirement,', 'Kirk', 'McCoy', 'charged', 'assassinating', 'Klingon', 'High', 'Chancellor', 'imprisoned.', 'The', 'Enterprise', 'crew', 'must', 'help', 'escape', 'thwart', 'conspiracy', 'aimed', 'sabotaging', 'last', 'best', 'hope', 'peace.', 'ScienceFiction', 'Action', 'Adventure', 'Thriller', 'farewell', 'federation', 'starfleet', 'peaceconference', 'ussenterprise-a', 'rurapenthe', 'courtcase', 'peacecontract', 'plan', 'klingon', 'spaceopera', 'NicholasMeyer', 'Steven-CharlesJaffe', 'RalphWinter', 'WilliamShatner', 'LeonardNimoy', 'DeForestKelley']",0
Divine Secrets of the Ya-Ya Sisterhood,"['A', 'mother', 'daughter', 'dispute', 'resolved', '""Yaya', 'sisterhood""', '-', 'long', 'time', 'friends', 'mother.', 'Comedy', 'Drama', 'Romance', 'secretsociety', 'conciliation', 'marriage', 'motherdaughterrelationship', 'playwright', 'familyfeud', 'womandirector', 'CallieKhouri', 'HuntLowry', 'BonnieBruckheimer', 'SandraBullock', 'EllenBurstyn', 'FionnulaFlanagan']",0
Kiss the Girls,"['Forensic', 'psychologist', 'Alex', 'Cross', 'travels', 'North', 'Carolina', 'teams', 'escaped', 'kidnap', 'victim', 'Kate', 'McTiernan', 'hunt', '""Casanova,""', 'serial', 'killer', 'abducts', 'strong-willed', 'women', 'forces', 'submit', 'demands.', 'The', 'trail', 'leads', 'Los', 'Angeles,', 'duo', 'discovers', 'psychopath', 'may', 'working', 'alone.', 'Drama', 'Mystery', 'Thriller', 'Crime', 'washingtond.c.', 'coveredinvestigation', 'investigation', 'northcarolina', 'missingperson', 'DavidBrown', 'GaryFleder', 'JoeWizan', 'SteveWizan', 'MorganFreeman', 'AshleyJudd', 'CaryElwes']",0
The Blues Brothers,"['Jake', 'Blues', 'jail,', 'teams', 'brother,', 'Elwood', ""'mission"", ""God'"", 'raise', 'funds', 'orphanage', 'grew', 'up.', 'The', 'thing', 'best', '–', 'play', 'music', '–', 'get', 'old', 'band', 'together', 'way,', 'getting', 'bit', 'trouble', 'there.', 'Music', 'Comedy', 'Action', 'Crime', 'dancing', 'prison', 'chicago', 'countrymusic', 'nun', 'jazz', 'carjourney', 'blues', 'nazis', 'music', 'concert', 'musicinstrument', ""children'shome"", 'shoppingmall', 'orphanage', 'winnebago', 'church', 'sunglasses', 'parole', 'carchase', 'musicband', 'loudspeaker', 'saturdaynightlive', 'wrigleyfield', 'holidayinn', 'JohnLandis', 'RobertK.Weiss', 'DanAykroyd', 'JohnBelushi', 'JamesBrown']",0
The Sisterhood of the Traveling Pants 2,"['Four', 'young', 'women', 'continue', 'journey', 'toward', 'adulthood', 'began', '""The', 'Sisterhood', 'Traveling', 'Pants.""', 'Now', 'three', 'years', 'later,', 'lifelong', 'friends', 'embark', 'separate', 'paths', 'first', 'year', 'college', 'summer', 'beyond,', 'remain', 'touch', 'sharing', 'experiences', 'other.', 'Adventure', 'Comedy', 'Drama', 'Family', 'femalefriendship', 'bestfriend', 'summervacation', 'womandirector', 'youngadult', 'SanaaHamri', 'AlexisBledel', 'AmberTamblyn', 'AmericaFerrera']",0
Joyful Noise,"['G.G.', 'Sparrow', 'faces', ""choir's"", 'newly', 'appointed', 'director,', 'Vi', 'Rose', 'Hill,', ""group's"", 'direction', 'head', 'national', 'competition.', 'Comedy', 'Music', 'ToddGraff', 'MichaelG.Nathanson', 'BroderickJohnson', 'AndrewA.Kosove', 'JosephFarrell', 'CatherinePaura', 'QueenLatifah', 'DollyParton', 'KekePalmer']",0
About a Boy,"['Will', 'Freeman', 'hip', 'Londoner', 'one', 'day', 'realizes', 'friends', 'involved', 'responsibilities', 'married', 'life', 'leaves', 'alone', 'cold.', 'Passing', 'single', 'father,', 'starts', 'meet', 'string', 'single', 'mums,', 'confident', 'ability', 'leave', 'behind', 'start', 'ask', 'commitment.', 'But', ""Will's"", 'hope', 'continued', 'bachelorhood', 'interrupted', 'meets', '12-year', 'old', 'Marcus,', 'many', 'ways', 'complete', 'opposite.', 'Drama', 'Comedy', 'Romance', 'londonengland', 'rockandroll', 'singleparent', 'rapmusic', 'bachelor', 'becominganadult', 'friendship', 'single', 'RobertDeNiro', 'TimBevan', 'EricFellner', 'ChrisWeitz', 'PaulWeitz', 'BradEpstein', 'JaneRosenthal', 'HughGrant', 'NicholasHoult', 'ToniCollette']",0
Lake Placid,"['When', 'man', 'eaten', 'alive', 'unknown', 'creature,', 'local', 'Game', 'Warden', 'teams', 'paleontologist', 'New', 'York', 'find', 'beast.', 'Add', 'mix', 'eccentric', 'philanthropist', 'penchant', '""Crocs"",', 'go!', 'This', 'quiet,', 'remote', 'lake', 'suddenly', 'focus', 'intense', 'search', 'crocodile', 'taste', 'live', 'animals...and', 'people!', 'Horror', 'Comedy', 'Action', 'ScienceFiction', 'Thriller', 'diving', 'sheriff', 'lake', 'crocodile', 'deputy', 'paleontologist', 'cow', 'maine', 'decapitation', 'severedhead', 'scientist', 'remote', 'tooth', 'bearattack', 'campfire', 'severedtoe', 'torsocutinhalf', 'giantcrocodile', 'crocodileattack', 'animalhorror', 'SteveMiner', 'MichaelPressman', 'DavidE.Kelley', 'BillPullman', 'BridgetFonda', 'OliverPlatt']",0
Lucky Number Slevin,"['Slevin', 'mistakenly', 'put', 'middle', 'personal', 'war', 'city’s', 'biggest', 'criminal', 'bosses.', 'Under', 'constant', 'watch,', 'Slevin', 'must', 'try', 'get', 'killed', 'infamous', 'assassin', 'come', 'idea', 'get', 'current', 'dilemma.', 'A', 'film', 'many', 'twists', 'turns.', 'Drama', 'Thriller', 'Crime', 'Mystery', 'assassination', 'assassin', 'identity', 'sniper', 'mistakeinperson', 'jew', 'gangsterboss', 'gamblingdebts', 'boss', 'murder', 'sniperrifle', 'fbiagent', 'horseracing', 'gambler', 'slevin', 'caso', 'hoodlum', 'blackmen', 'PaulMcGuigan', 'AndreasGrosch', 'ChristopherRoberts', 'AnthonyRhulen', 'KiaJam', 'ChristopherEberts', 'TylerMitchell', 'RobertKravis', 'JoshHartnett', 'BruceWillis', 'LucyLiu']",0
The Right Stuff,"['A', 'chronicle', 'original', 'Mercury', 'astronauts', 'formation', ""America's"", 'space', 'program:', 'Alan', 'Shepherd,', 'first', 'American', 'space;', 'Gus', 'Grissom,', 'benighted', 'astronaut', 'nothing', 'works', 'planned;', 'John', 'Glenn,', 'straight-arrow', ""'boy"", ""scout'"", 'bunch', 'first', 'American', 'orbit', 'earth;', 'remaining', 'pilots:', 'Deke', 'Slayton,', 'Scott', 'Carpenter', 'Wally', 'Schirra.', 'Drama', 'History', 'coldwar', 'pilot', 'spacetravel', 'politics', 'historicalfigure', 'flight', 'astronaut', 'spacerace', 'soundbarrier', 'PhilipKaufman', 'IrwinWinkler', 'RobertChartoff', 'FredWard', 'DennisQuaid', 'EdHarris']",0
Anonymous,"['Set', 'backdrop', 'succession', 'Queen', 'Elizabeth', 'I,', 'Essex', 'Rebellion', 'her,', 'story', 'advances', 'theory', 'fact', 'Edward', 'De', 'Vere,', 'Earl', 'Oxford', 'penned', ""Shakespeare's"", 'plays.', 'Drama', 'History', 'Thriller', 'shakespeare', 'anonymity', 'poet', 'play', 'political', 'duringcreditsstinger', 'falsehistory', 'RolandEmmerich', 'JamieCampbellBower', 'RhysIfans', 'DavidThewlis']",0
The NeverEnding Story,"['While', 'hiding', 'bullies', ""school's"", 'attic,', 'young', 'boy', 'discovers', 'extraordinary', 'land', 'Fantasia,', 'magical', 'book', 'called', 'The', 'Neverending', 'Story.', 'The', 'book', 'tells', 'tale', 'Atreyu,', 'young', 'warrior', 'who,', 'help', 'luck', 'dragon', 'named', 'Falkor,', 'must', 'save', 'Fantasia', 'destruction', 'The', 'Nothing.', 'Drama', 'Family', 'Fantasy', 'Adventure', 'basedonnovel', 'fictionalplace', 'wolf', 'mythology', 'magic', 'horse', 'book', 'fairytale', 'bully', 'school', 'talkinganimal', 'reading', 'bookstore', 'fantasyworld', 'giant', 'gnome', 'quest', 'BerndEichinger', 'WolfgangPetersen', 'DieterGeissler', 'BerndSchaefers', 'BarretOliver', 'GeraldMcRaney', 'NoahHathaway']",0
Dark City,"['A', 'man', 'struggles', 'memories', 'past,', 'including', 'wife', 'cannot', 'remember,', 'nightmarish', 'world', 'sun', 'run', 'beings', 'telekinetic', 'powers', 'seek', 'souls', 'humans.', 'Mystery', 'ScienceFiction', 'soul', 'sleep', 'manipulation', 'future', 'dystopia', 'chaos', 'memory', 'duel', 'parallelworld', 'technoir', 'matrix', 'neo-noir', 'retrofuturism', 'AndrewMason', 'AlexProyas', 'AlexProyas', 'RufusSewell', 'WilliamHurt', 'KieferSutherland']",0
The Duchess,"['A', 'chronicle', 'life', '18th', 'century', 'aristocrat', 'Georgiana,', 'Duchess', 'Devonshire,', 'reviled', 'extravagant', 'political', 'personal', 'life.', 'Drama', 'History', 'Romance', 'england', 'adultery', 'duke', 'gamblingdebts', 'marriagecrisis', 'MichaelKuhn', 'SaulDibb', 'GabrielleTana', 'KeiraKnightley', 'RalphFiennes', 'AidanMcArdle']",0
Return to Oz,"['Dorothy,', 'saved', 'psychiatric', 'experiment', 'mysterious', 'girl,', 'finds', 'back', 'land', 'dreams,', 'makes', 'delightful', 'new', 'friends,', 'dangerous', 'new', 'enemies.', 'Adventure', 'Family', 'Fantasy', 'wizardofoz', 'WalterMurch', 'PaulMaslansky', 'FairuzaBalk', 'NicolWilliamson', 'JeanMarsh']",0
The Newton Boys,"['Four', 'Newton', 'brothers', 'poor', 'farmer', 'family', '1920s.', 'The', 'oldest', 'them,', 'Willis,', 'one', 'day', 'realizes', ""there's"", 'future', 'fields', 'offers', 'brothers', 'become', 'bank', 'robbers.', 'Soon', 'family', 'agrees.', 'They', 'become', 'famous', 'robbers,', 'five', 'years', 'later', 'execute', 'greatest', 'train', 'robbery', 'American', 'history.', 'Crime', 'Action', 'Drama', 'bankrobber', 'crimespree', 'westernu.s.', 'RichardLinklater', 'MatthewMcConaughey', 'SkeetUlrich', 'EthanHawke']",0
